	Kingdom	Phylum	Class	Order	Family	Genus	Species	Blast	Annotated
ASV1308	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	madagascariense	"Uncultured bacterium clone Otu01721 16S ribosomal RNA gene, partial sequence"	Mycobacterium
ASV1309	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		uncultured bacterium partial 16S rRNA gene	Order_Chloroplast
ASV1310	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Salinicoccus sp. A9B(2010) 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1311	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Novosphingobium sp. strain HEL2 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
ASV1312	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Salinicoccus		"Uncultured bacterium clone 3639 16S ribosomal RNA gene, partial sequence"	Salinicoccus
ASV1313	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		"Bidens cosmoides chloroplast, complete genome"	Novosphingobium
ASV1314	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	Family_AKIW781		"Uncultured bacterium clone 2007WL_16S_OTU_5365 16S ribosomal RNA gene, partial sequence"	Family_AKIW781
ASV1315	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone OTU_106 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1316	Bacteria	Firmicutes	Clostridia	Gracilibacteraceae	Lutispora	Family_Lutispora		"Actinobacteria bacterium strain S4 16S ribosomal RNA gene, partial sequence"	Family_Lutispora
ASV1317	Bacteria	Chloroflexi	KD4-96	Class_KD4-96	Class_KD4-96	Class_KD4-96		"Uncultured bacterium clone ncd2779h08c1 16S ribosomal RNA gene, partial sequence"	Class_KD4-96
ASV1318	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		"Uncultured bacterium clone ASV136 16S ribosomal RNA gene, partial sequence"	Streptomyces
ASV1319	Bacteria	Firmicutes	Bacilli	Lactobacillales	Order_Lactobacillales	Order_Lactobacillales		"Pseudonocardia sp. strain PSH10 16S ribosomal RNA gene, partial sequence"	Order_Lactobacillales
ASV1320	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina		"Streptomyces sp. strain T313 16S ribosomal RNA gene, partial sequence"	Sporosarcina
ASV1321	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		"Georgenia soli strain HSC-81 16S ribosomal RNA gene, partial sequence"	Pseudonocardia
ASV1322	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		"Uncultured bacterium clone A494_Bac322 16S ribosomal RNA gene, partial sequence"	Streptomyces
ASV1323	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	soli	"Daucus tenuisectus voucher Ames 31616 18S ribosomal RNA (rrn18) gene, complete sequence; mitochondrial"	Georgenia
ASV1324	Bacteria	Bacteroidota	Bacteroidia	Class_Bacteroidia	Class_Bacteroidia	Class_Bacteroidia		"Tecomaria capensis voucher L.H.M. Fonseca 305 18S ribosomal RNA (rrn18) gene, complete sequence; mitochondrial"	Class_Bacteroidia
ASV1325	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Microvirga sp. SYSU G3D207 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV1326	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Uncultured bacterium clone A631 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV1327	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga		"Uncultured bacterium clone OTU_6575 16S ribosomal RNA gene, partial sequence"	Microvirga
ASV1328	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Uncultured bacterium clone 4.10G_122871 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV1329	Bacteria	Chloroflexi	P2-11E	Class_P2-11E	Class_P2-11E	Class_P2-11E		"Uncultured bacterium clone Otu72 16S ribosomal RNA gene, partial sequence"	Class_P2-11E
ASV1330	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerospora		"Uncultured bacterium clone ASV127 16S ribosomal RNA gene, partial sequence"	Anaerospora
ASV1331	Bacteria	Proteobacteria	Phylum_Proteobacteria	Phylum_Proteobacteria	Phylum_Proteobacteria	Phylum_Proteobacteria		"Uncultured bacterium clone LMP12_16S_OTU_0095 16S ribosomal RNA gene, partial sequence"	Phylum_Proteobacteria
ASV1332	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola		"Primula bulleyana chloroplast, complete genome"	Marmoricola
ASV1333	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus		"Peptoniphilus sp. Marseille-P3761 partial 16S rRNA gene, strain Marseille-P3761"	Candidatus Nitrocosmicus
ASV1334	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Fructobacillus fructosus strain Montana 14 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1335	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptoniphilus	Family_Peptoniphilus		"Uncultured bacterium clone SPN0-300day-48 16S ribosomal RNA gene, partial sequence"	Family_Peptoniphilus
ASV1336	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus		"Teesdalia nudicaulis chloroplast, complete genome"	Fructobacillus
ASV1337	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium		"Uncultured bacterium clone OTU_356 16S ribosomal RNA gene, partial sequence"	Sphingobium
ASV1338	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone CSN-NBRI003 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1339	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Order_Vicinamibacterales	Order_Vicinamibacterales		"Uncultured bacterium clone 16S_rRNA_OTU_OTU28 16S ribosomal RNA gene, partial sequence"	Order_Vicinamibacterales
ASV1340	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a		"Uncultured bacterium clone OTU169082_AL227_41974 16S ribosomal RNA gene, partial sequence"	TM7a
ASV1341	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Filobacillus milosensis strain ADL022 16S ribosomal RNA gene, partial sequence"	Lactobacillus Firm5
ASV1342	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Order_Oligoflexales	Order_Oligoflexales		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Oligoflexales
ASV1343	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Filobacillus	milosensis	"Uncultured bacterium clone OTU_15349 16S ribosomal RNA gene, partial sequence"	Filobacillus
ASV1344	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Methylobacterium sp. LE-141 gene for 16S ribosomal RNA, partial sequence"	Order_Chloroplast
ASV1345	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus		"Bacillus sp. (in: Bacteria) strain OdysseyP4 16S ribosomal RNA gene, partial sequence"	Candidatus Amoebophilus
ASV1346	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Rhizopus oryzae mitochondrion, complete genome"	Methylobacterium-Methylorubrum
ASV1347	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Falsibacillus		"Sporosarcina sp. strain FA2-194 16S ribosomal RNA gene, partial sequence"	Falsibacillus
ASV1348	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Bacillus okhensis strain 1938 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV1349	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina		"Uncultured bacterium clone A949 16S ribosomal RNA gene, partial sequence"	Sporosarcina
ASV1350	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus		"Uncultured bacterium clone F11Ba8_15999 16S ribosomal RNA gene, partial sequence"	Anaerobacillus
ASV1351	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Order_Frankiales	Order_Frankiales		uncultured bacterium partial 16S rRNA gene	Order_Frankiales
ASV1352	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Order_Elsterales	Order_Elsterales		"Abiotrophia defectiva strain FDAARGOS_785 chromosome, complete genome"	Order_Elsterales
ASV1353	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	lenta	"Uncultured bacterium clone A298 16S ribosomal RNA gene, partial sequence"	Nitrospira
ASV1354	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	defectiva	"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Abiotrophia
ASV1355	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Family_Sporolactobacillaceae		"Uncultured bacterium clone dongzy2tff4306 16S ribosomal RNA gene, partial sequence"	Family_Sporolactobacillaceae
ASV1356	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured prokaryote clone OTU0156 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV1357	Bacteria	Firmicutes	Bacilli	Bacillales	Order_Bacillales	Order_Bacillales		"Marmoricola sp. Ri2Ps_5057 gene for 16S rRNA, partial sequence"	Order_Bacillales
ASV1358	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	pollutisoli	"Uncultured bacterium clone 4114 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV1359	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola		"Uncultured bacterium clone 2007WL_16S_OTU_0323 16S ribosomal RNA gene, partial sequence"	Marmoricola
ASV1360	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerospora		"Uncultured bacterium clone OTU_2438 16S ribosomal RNA gene, partial sequence"	Anaerospora
ASV1361	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Taihangia rupestris isolate 130125 18S ribosomal RNA (rrn18) gene and rrn18-rrn5 intergenic spacer, partial sequence; mitochondrial"	Family_JG30-KF-CM45
ASV1362	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium		"Uncultured bacterium clone 16S(V3-V4)-69 16S ribosomal RNA gene, partial sequence"	Methylibium
ASV1363	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Libidibia coriaria mitochondrion, complete genome"	Family_Mitochondria
ASV1364	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia		"Uncultured bacterium clone js7489 16S ribosomal RNA gene, partial sequence"	Ralstonia
ASV1365	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Janibacter limosus strain BaMeOD-103 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV1366	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus		"Uncultured Lactobacillus sp. clone B10.043E2 16S ribosomal RNA gene, partial sequence"	Amaricoccus
ASV1367	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Knoellia		"Uncultured Burkholderiales bacterium clone GC1m-2-7 16S ribosomal RNA gene, partial sequence"	Knoellia
ASV1368	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Uncultured bacterium clone SEAS_2372 16S ribosomal RNA gene, partial sequence"	Lactobacillus
ASV1369	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Paucibacter		"Duganella sp. strain FT82W 16S ribosomal RNA gene, partial sequence"	Paucibacter
ASV1370	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira		Uncultured Unclassified bacterium 16S rRNA gene from clone QEDR3CD12	Nitrospira
ASV1371	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella		"Uncultured bacterium clone HP_2_uncultured_bacterium_26556 16S ribosomal RNA gene, partial sequence"	Duganella
ASV1372	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Luteococcus		"Geodermatophilus sp. strain SYSU_D01040 16S ribosomal RNA gene, partial sequence"	Luteococcus
ASV1373	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella		"Uncultured bacterium clone A43 16S ribosomal RNA gene, partial sequence"	Legionella
ASV1374	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Family_Geodermatophilaceae		"Uncultured bacterium clone 16S_rRNA_OTU_837075 16S ribosomal RNA gene, partial sequence"	Family_Geodermatophilaceae
ASV1375	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea		"Rothia dentocariosa strain FDAARGOS_752 chromosome, complete genome"	Zoogloea
ASV1376	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Uncultured Gaiellales bacterium clone OTU275 16S ribosomal RNA gene, partial sequence"	Lactobacillus Firm5
ASV1377	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia		"Uncultured bacterium clone OTU_20774 16S ribosomal RNA gene, partial sequence"	Rothia
ASV1378	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella		"Paenibacillus sp. KOPRI80172 16S ribosomal RNA gene, partial sequence"	Gaiella
ASV1379	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Uncultured bacterium clone CP_Otu412 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV1380	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		"Uncultured bacterium clone A588 16S ribosomal RNA gene, partial sequence"	Paenibacillus
ASV1381	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella		"Uncultured bacterium clone TSCW_OTU_182 16S ribosomal RNA gene, partial sequence"	Blastocatella
ASV1382	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia		"Uncultured bacterium clone OTU_256 16S ribosomal RNA gene, partial sequence"	Romboutsia
ASV1383	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia		"Uncultured Bacillaceae bacterium clone C.la-145 16S ribosomal RNA gene, partial sequence"	Devosia
ASV1384	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517		"Uncultured bacterium clone 2007WL_16S_OTU_2796 16S ribosomal RNA gene, partial sequence"	Ellin517
ASV1385	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Family_Planococcaceae		"Teesdalia nudicaulis chloroplast, complete genome"	Family_Planococcaceae
ASV1386	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus		"Uncultured Dechloromonas sp. clone 4a_1431 16S ribosomal RNA gene, partial sequence"	Geodermatophilus
ASV1387	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured Nocardioides sp. clone OTU_18815 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1388	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Family_Rhodocyclaceae		"Uncultured bacterium clone FL_04_167 16S ribosomal RNA gene, partial sequence"	Family_Rhodocyclaceae
ASV1389	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: SEL05.1K805"	Nocardioides
ASV1390	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone B285 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1391	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Order_Enterobacterales	Order_Enterobacterales		"Methylobacterium sp. PPFM323 gene for 16S ribosomal RNA, partial sequence"	Order_Enterobacterales
ASV1392	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter		"Comamonas sp. strain NDSe-1 16S ribosomal RNA gene, partial sequence"	Acidibacter
ASV1393	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Georgenia satyanarayanai strain YJGH907 16S ribosomal RNA gene, partial sequence"	Methylobacterium-Methylorubrum
ASV1394	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas		"Uncultured bacterium clone 2.13G_90305 16S ribosomal RNA gene, partial sequence"	Comamonas
ASV1395	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	satyanarayanai	"Bacterium strain BH2S2 16S ribosomal RNA gene, partial sequence"	Georgenia
ASV1396	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Smaragdicoccus		"Salmonella sp. strain Bee15 16S ribosomal RNA gene, partial sequence"	Smaragdicoccus
ASV1397	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		"Uncultured bacterium clone 1988 16S ribosomal RNA gene, partial sequence"	Acinetobacter
ASV1398	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Phaseolibacter		"Paenibacillus macerans strain SG2 16S ribosomal RNA gene, partial sequence"	Phaseolibacter
ASV1399	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola		"Uncultured prokaryote clone OTU0401 16S ribosomal RNA gene, partial sequence"	Psychroglaciecola
ASV1400	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		"Uncultured bacterium clone OTU98 16S ribosomal RNA gene, partial sequence"	Paenibacillus
ASV1401	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Family_Peptostreptococcaceae		"Uncultured bacterium clone UTFS-R1129-34 16S ribosomal RNA gene, partial sequence"	Family_Peptostreptococcaceae
ASV1402	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Tahibacter		"Actinomadura sp. strain PDS98 16S ribosomal RNA gene, partial sequence"	Tahibacter
ASV1403	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Family_Rhodanobacteraceae		"Uncultured bacterium clone Otu06467 16S ribosomal RNA gene, partial sequence"	Family_Rhodanobacteraceae
ASV1404	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Family_Thermomonosporaceae		"Lactobacillus salivarius strain SS 02 16S ribosomal RNA gene, partial sequence"	Family_Thermomonosporaceae
ASV1405	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Family_Paenibacillaceae		"Uncultured bacterium clone A494_Bac19 16S ribosomal RNA gene, partial sequence"	Family_Paenibacillaceae
ASV1406	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Clostridium celatum G085 gene for 16S ribosomal RNA, partial sequence"	Lactobacillus
ASV1407	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter		"Uncultured bacterium clone 3751 16S ribosomal RNA gene, partial sequence"	Limnobacter
ASV1408	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1		"Schistochila macrodonta voucher 16-8781 chloroplast, complete genome"	Clostridium sensu stricto 1
ASV1409	Bacteria	Actinobacteriota	Acidimicrobiia	Class_Acidimicrobiia	Class_Acidimicrobiia	Class_Acidimicrobiia		"Uncultured prokaryote clone Illumina_2357 16S ribosomal RNA gene, partial sequence"	Class_Acidimicrobiia
ASV1410	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone NT03f8_20139 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1411	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella		"Uncultured bacterium clone 2007WL_16S_OTU_3198 16S ribosomal RNA gene, partial sequence"	Methylocella
